answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>  8</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>11. Mary draws a circle and a square on a piece of paper. What is the greatest possible number of points of intersection between the circle and square?</br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>  2</span></span></div>
<div>B. <span class=""itemtext""><span>  4</span></span></div>
<div>C. <span class=""itemtext""><span>  6</span></span></div>
<div>D. <span class=""itemtext""><span>  8</span></span></div>
<div>E. <span class=""itemtext""><span>10</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M7 #15 M168401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>90°</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>12. <div class=""paragraph""><span class=""cluster-emphasis"">Question refers to the card provided and the information below. </span><div class=""paragraph"">Fold the card provided with this test book along line <span class=""inline-variable; stressed_text_2"">AC</span> so that point <span class=""inline-variable; stressed_text_2"">D</span> coincides with point <span class=""inline-variable; stressed_text_2"">E</span>. Open the card so that segment <span class=""inline-variable; stressed_text_2"">BE</span> is <span class=""stressed_text_3"">perpendicular</span> to segment <span class=""inline-variable; stressed_text_2"">BD</span>, as shown below, and keep the card in this position to answer the question.</div><div class=""stdaln_img""><img alt=""Image of a card that has been folded in half at line AC and then reopened. The midpoint of line AC is point B. Line segment BE is drawn perpendicular to segment AC. Line segment FG is drawn parallel to line segment AC. The midpoint of line FG is point D. Line segement BD is drawn perpendicular to line FG. Note: The figure is not drawn to scale."" class=""inln_img"" height=""400px"" src=""./MathHard_files/ItemResource(37)"" title=""Image of a card that has been folded in half at line AC and then reopened. The midpoint of line AC is point B. Line segment BE is drawn perpendicular to segment AC. Line segment FG is drawn parallel to line segment AC. The midpoint of line FG is point D. Line segement BD is drawn perpendicular to line FG. Note: The figure is not drawn to scale."" width=""379px""/></div><div class=""paragraph"">The lengths of some of the line segments on the card are given below.</div><div class=""paragraph""><span><img alt=""AC equals 12"" height=""20px"" src=""./MathHard_files/ItemResource(38)"" style=""padding: 0px !important; vertical-align:middle;"" title=""AC equals 12"" width=""54px"">  centimeters </img></span></div><div class=""paragraph""><span><img alt=""BE equals 3"" height=""20px"" src=""./MathHard_files/ItemResource(39)"" style=""padding: 0px !important; vertical-align:middle;"" title=""BE equals 3"" width=""47px"">  centimeters </img></span></div><div class=""paragraph""><span><img alt=""BD equals 3"" height=""20px"" src=""./MathHard_files/ItemResource(40)"" style=""padding: 0px !important; vertical-align:middle;"" title=""BD equals 3"" width=""47px"">  centimeters </img></span></div><div class=""paragraph""><span><img alt=""FG equals 8"" height=""20px"" src=""./MathHard_files/ItemResource(41)"" style=""padding: 0px !important; vertical-align:middle;"" title=""FG equals 8"" width=""46px"">  centimeters </img></span></div></div> What is the measure of <img alt=""Angle EBF"" height=""20px"" src=""./MathHard_files/ItemResource(42)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Angle EBF"" width=""38px"">  ? </img></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>30°</span></span></div>
<div>B. <span class=""itemtext""><span>45°</span></span></div>
<div>C. <span class=""itemtext""><span>60°</span></span></div>
<div>D. <span class=""itemtext""><span>90°</span></span></div>
<div>E. <span class=""itemtext""><span>135°</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-12M99 #2 M185701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>45°</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>13. <div class=""paragraph""><span class=""cluster-emphasis"">Question refers to the card provided and the information below.</span><div class=""paragraph"">Fold the card provided with this test book along line <span class=""inline-variable; stressed_text_2"">AC</span> so that point <span class=""inline-variable; stressed_text_2"">D</span> coincides with point <span class=""inline-variable; stressed_text_2"">E</span>. Open the card so that segment <span class=""inline-variable; stressed_text_2"">BE</span> is <span class=""stressed_text_3"">perpendicular</span> to segment <span class=""inline-variable; stressed_text_2"">BD</span>, as shown below, and keep the card in this position to answer the question.</div><div class=""stdaln_img""><img alt=""Image of a card that has been folded in half at line AC and then reopened. The midpoint of line AC is point B. Line segment BE is drawn perpendicular to segment AC. Line segment FG is drawn parallel to line segment AC. The midpoint of line FG is point D. Line segement BD is drawn perpendicular to line FG. Note: The figure is not drawn to scale."" class=""inln_img"" height=""400px"" src=""./MathHard_files/ItemResource(43)"" title=""Image of a card that has been folded in half at line AC and then reopened. The midpoint of line AC is point B. Line segment BE is drawn perpendicular to segment AC. Line segment FG is drawn parallel to line segment AC. The midpoint of line FG is point D. Line segement BD is drawn perpendicular to line FG. Note: The figure is not drawn to scale."" width=""379px""/></div><div class=""paragraph"">The lengths of some of the line segments on the card are given below.</div><div class=""paragraph""><span><img alt=""AC equals 12"" height=""20px"" src=""./MathHard_files/ItemResource(44)"" style=""padding: 0px !important; vertical-align:middle;"" title=""AC equals 12"" width=""54px""> centimeters </img></span></div><div class=""paragraph""><span><img alt=""BE equals 3"" height=""20px"" src=""./MathHard_files/ItemResource(45)"" style=""padding: 0px !important; vertical-align:middle;"" title=""BE equals 3"" width=""47px"">  centimeters </img></span></div><div class=""paragraph""><span><img alt=""BD equals 3"" height=""20px"" src=""./MathHard_files/ItemResource(46)"" style=""padding: 0px !important; vertical-align:middle;"" title=""BD equals 3"" width=""47px"">  centimeters </img></span></div><div class=""paragraph""><span><img alt=""FG equals 8"" height=""20px"" src=""./MathHard_files/ItemResource(47)"" style=""padding: 0px !important; vertical-align:middle;"" title=""FG equals 8"" width=""46px"">  centimeters </img></span></div></div> What is the measure of <img alt=""Angle BED"" height=""20px"" src=""./MathHard_files/ItemResource(48)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Angle BED"" width=""38px"">  ? </img></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>30°</span></span></div>
<div>B. <span class=""itemtext""><span>45°</span></span></div>
<div>C. <span class=""itemtext""><span>60°</span></span></div>
<div>D. <span class=""itemtext""><span>90°</span></span></div>
<div>E. <span class=""itemtext""><span>180°</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-12M99 #3 M185702</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>64</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>14. <img align=""middle"" alt=""(16 and one-half) cubed equals"" height=""27px"" src=""./MathHard_files/ItemResource(49)"" title=""(16 and one-half) cubed equals"" width=""56px"">   </img></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>512</span></span></div>
<div>B. <span class=""itemtext""><span>64</span></span></div>
<div>C. <span class=""itemtext""><span>48</span></span></div>
<div>D. <span class=""itemtext""><span>24</span></span></div>
<div>E. <span class=""itemtext""><span>12</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-12M99 #9 M180601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>The number of bacteria doubled.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>15. <div class=""paragraph"">Every 30 minutes Dr. Kim recorded the number of bacteria in a test tube.</div><div class=""paragraph"" style=""text-align:center""><img align=""middle"" alt=""Table containing the following data: At 1 p.m., the number of bacteria equals 600. At 1:30 p.m., the number of bacteria equals 1,190. At 2 p.m., the number of bacteria equals 2,390. At 2:30 p.m., the number of bacteria equals 4,800."" height=""170"" src=""./MathHard_files/ItemResource(50)"" title=""Table containing the following data: At 1 p.m., the number of bacteria equals 600. At 1:30 p.m., the number of bacteria equals 1,190. At 2 p.m., the number of bacteria equals 2,390. At 2:30 p.m., the number of bacteria equals 4,800."" width=""273""/></div><div class=""paragraph"">Which best describes what happened to the number of bacteria every 30 minutes?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The number of bacteria increased by 500.</span></span></div>
<div>B. <span class=""itemtext""><span>The number of bacteria increased by 1,000.</span></span></div>
<div>C. <span class=""itemtext""><span>The number of bacteria doubled.</span></span></div>
<div>D. <span class=""itemtext""><span>The number of bacteria tripled.</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M8 #14 M087201</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:35px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">16</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>16. <div class=""paragraph""><div class=""prose1""><div class=""stdaln_stmt""><div align=""center"" class=""paragraph"">4 quarts = 1 gallon</div></div></div></div><div class=""paragraph"">Amy wants to put 8 gallons of water into her aquarium. She has a 2-quart pitcher to carry water from the sink. How many times will she need to fill her pitcher?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:35px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">4</span></span></div>
<div class=""dist_rt"" style=""width:35px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">10</span></span></div>
<div class=""dist_rt"" style=""width:35px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">16</span></span></div>
<div class=""dist_rt"" style=""width:35px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">32</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M8 #18 M091301</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:107px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:107px"">9 square units</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>17. <div class=""paragraph"">The square has a perimeter of 12 units.</div><div class=""stdaln_stmt""><div align=""center"" class=""paragraph""><img align=""middle"" alt=""Image of the perimeter of a square marked into 12 units."" height=""165"" src=""./MathHard_files/ItemResource(51)"" title=""Image of the perimeter of a square marked into 12 units."" width=""165""/></div></div><div class=""paragraph"">What is the area of the square?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:107px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:107px"">6 square units</span></span></div>
<div class=""dist_rt"" style=""width:107px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:107px"">8 square units</span></span></div>
<div class=""dist_rt"" style=""width:107px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:107px"">9 square units</span></span></div>
<div class=""dist_rt"" style=""width:107px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:107px"">12 square units</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M9 #7 M158701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>2, 4, 8, 16, 32</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>18. <div class=""paragraph""><div class=""prose1""><div class=""paragraph"">Sam folds a piece of paper in half once. There are 2 sections.</div></div><div align=""center"" class=""paragraph""><div class=""stdaln_img""><img alt=""Image of a rectangle divided 2 sections by a dotted line."" class=""inln_img"" height=""49"" src=""./MathHard_files/ItemResource(52)"" title=""Image of a rectangle divided 2 sections by a dotted line."" width=""93""/></div></div><div class=""prose1""><div class=""paragraph"">Sam folds the paper in half again. There are 4 sections.</div></div><div align=""center"" class=""paragraph""><div class=""stdaln_img""><img alt=""Image of a rectangle divided into 4 sections by dotted lines."" class=""inln_img"" height=""49"" src=""./MathHard_files/ItemResource(53)"" title=""Image of a rectangle divided into 4 sections by dotted lines."" width=""93""/></div></div><div class=""prose1""><div class=""paragraph"">Sam folds the paper in half again. There are 8 sections.</div><div class=""paragraph"">Sam folds the paper in half two more times.</div></div></div><div class=""paragraph"">Which list shows the number of sections there are each time Sam folds the paper?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2, 4, 8, 10, 12</span></span></div>
<div>B. <span class=""itemtext""><span>2, 4, 8, 12, 24</span></span></div>
<div>C. <span class=""itemtext""><span>2, 4, 8, 16, 24</span></span></div>
<div>D. <span class=""itemtext""><span>2, 4, 8, 16, 32</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M9 #14 M159301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>21</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>19. <div class=""paragraph"" style=""text-align:center""><div class=""stdaln_img""><img alt=""Image of a table showing the following shapes and their number of edges: A triangular prism has 9 edges. A rectangular prism has 12 edges. A pentagonal prism has 15 edges."" class=""inln_img"" height=""456"" src=""./MathHard_files/ItemResource(54)"" title=""Image of a table showing the following shapes and their number of edges: A triangular prism has 9 edges. A rectangular prism has 12 edges. A pentagonal prism has 15 edges."" width=""298""/></div></div><div class=""paragraph"">The table shows the number of edges for each prism. What is the number of edges for a prism if the bottom face has 7 sides?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>18</span></span></div>
<div>B. <span class=""itemtext""><span>20</span></span></div>
<div>C. <span class=""itemtext""><span>21</span></span></div>
<div>D. <span class=""itemtext""><span>22</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M12 #14 M149501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img alt=""18 times p"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(59)"" title=""18 times p"" width=""42""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>20. <div class=""paragraph"">
              Each of the 18 students in Mr. Hall's class has
              <span class=""inline_variable"">p</span>
              pencils. Which expression represents the total number of pencils that Mr. Hall's class has?
            </div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""18 plus p"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(55)"" title=""18 plus p"" width=""42""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""18 minus p"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(56)"" title=""18 minus p"" width=""42""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""18 times p"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(57)"" title=""18 times p"" width=""42""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""18 divided by p"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(58)"" title=""18 divided by p"" width=""42""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M12 #15 M149601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>12 feet</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>21. <div class=""paragraph""><div class=""prose1""><div class=""paragraph"">The figure below shows Jackson Pond.</div></div><div class=""stdaln_img""><img alt=""Image of Jackson Pond. Line XY cuts across the pond. The line forms the bottom of a right triangle whose long leg measures 16 feet. This leg continues downward another 24 feet and forms the long side of another triangle, whose base is 18 feet."" class=""inln_img"" height=""387"" src=""./MathHard_files/ItemResource(60)"" title=""Image of Jackson Pond. Line XY cuts across the pond. The line forms the bottom of a right triangle whose long leg measures 16 feet. This leg continues downward another 24 feet and forms the long side of another triangle, whose base is 18 feet."" width=""283""/></div></div><div class=""paragraph"">                What is the distance across Jackson Pond from point                <span class=""inline_variable"">X</span>                to point                <span class=""inline_variable"">Y</span>?              </div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>  8 feet</span></span></div>
<div>B. <span class=""itemtext""><span>10 feet</span></span></div>
<div>C. <span class=""itemtext""><span>12 feet</span></span></div>
<div>D. <span class=""itemtext""><span>14 feet</span></span></div>
<div>E. <span class=""itemtext""><span>22 feet</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M8 #7 M165101</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:125px"">E. <span class=""itemtext""><span class=""dist_rt"" style=""width:125px"">25,000,000 yen</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>22. <div class=""paragraph"">A company from Japan was doing business in the United States. In 2007 it had an annual income of $1,000,000 and annual expenses of $800,000. The formula below shows the relationship between income, expenses, and profit.</div><div class=""stdaln_stmt"">
              Income
              <img alt=""equals"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(61)"" title=""equals"" width=""11"">
              Expenses
              <img alt=""plus"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(62)"" title=""plus"" width=""11"">
              Profit
            </img></img></div><div class=""paragraph"">About how much was this company's profit, in Japanese yen, in 2007?</div><div class=""paragraph"">(In 2007, 1 United States dollar was approximately equal to 127 yen.)</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:125px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:125px"">1,600 yen</span></span></div>
<div class=""dist_rt"" style=""width:125px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:125px"">200,000 yen</span></span></div>
<div class=""dist_rt"" style=""width:125px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:125px"">2,500,000 yen</span></span></div>
<div class=""dist_rt"" style=""width:125px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:125px"">18,000,000 yen</span></span></div>
<div class=""dist_rt"" style=""width:125px"">E. <span class=""itemtext""><span class=""dist_rt"" style=""width:125px"">25,000,000 yen</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M8 #10 M120901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>eight congruent isosceles triangles.</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>23. <div class=""paragraph""><div class=""stdaln_img""><img alt=""Figure 1 is a regular hexagon with its center at point P. Dotted lines divide the hexagon into 6 congruent triangles sharing a vertex at point P. Figure 2 is regular hexagon with its center at point Q."" class=""inln_img"" height=""207"" src=""./MathHard_files/ItemResource(63)"" title=""Figure 1 is a regular hexagon with its center at point P. Dotted lines divide the hexagon into 6 congruent triangles sharing a vertex at point P. Figure 2 is regular hexagon with its center at point Q."" width=""420""/></div></div><div class=""paragraph"">              Figure 1 is a regular hexagon with its center at point              <span class=""inline_variable"">P</span>. The dotted lines divide the hexagon completely into 6 congruent triangles sharing a vertex at point              <span class=""inline_variable"">P</span>.            </div><div class=""paragraph"">              Figure 2 is a regular octagon with its center at point              <span class=""inline_variable"">Q</span>.              The octagon can be completely divided into congruent triangles sharing a vertex at point              <span class=""inline_variable"">Q</span>.            </div><div class=""paragraph"">This division could produce</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>sixteen congruent equilateral triangles.</span></span></div>
<div>B. <span class=""itemtext""><span>sixteen congruent isosceles triangles.</span></span></div>
<div>C. <span class=""itemtext""><span>eight congruent right triangles.</span></span></div>
<div>D. <span class=""itemtext""><span>eight congruent equilateral triangles.</span></span></div>
<div>E. <span class=""itemtext""><span>eight congruent isosceles triangles.</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M8 #13 M164901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>Ken, Lynn, Marianne, and Rosa</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>24. <div class=""paragraph""><div class=""stdaln_img""><img alt=""Image of a diamond shape. Each side is labeled '5 cm.'"" class=""inln_img"" height=""153"" src=""./MathHard_files/ItemResource(64)"" title=""Image of a diamond shape. Each side is labeled '5 cm.'"" width=""153""/></div></div><div class=""paragraph"">When asked to classify the figure above, here is what four students said.</div><div class=""paragraph"">     Ken: ""It's a parallelogram.""</div><div class=""paragraph"">     Lynn: ""It's a square or a rhombus.""</div><div class=""paragraph"">     Marianne: ""It's a polygon.""</div><div class=""paragraph"">     Rosa: ""I think that it's both a quadrilateral and a rectangle.""</div><div class=""paragraph"">Which student or students correctly classified the figure?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Lynn only</span></span></div>
<div>B. <span class=""itemtext""><span>Ken and Marianne only</span></span></div>
<div>C. <span class=""itemtext""><span>Lynn and Rosa only</span></span></div>
<div>D. <span class=""itemtext""><span>Ken, Lynn, and Rosa only</span></span></div>
<div>E. <span class=""itemtext""><span>Ken, Lynn, Marianne, and Rosa</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M9 #14 M124001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span><img alt=""y equals negative 5x plus 5"" height=""20"" src=""./MathHard_files/ItemResource(70)"" style=""padding: 0px !important; vertical-align:middle;"" title=""y equals negative 5x plus 5"" width=""80""/></span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>25. <div class=""paragraph"">Which of the following is an equation of a line that passes through the point (0, 5) and has a negative slope?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""y equals 5x"" height=""20"" src=""./MathHard_files/ItemResource(65)"" style=""padding: 0px !important; vertical-align:middle;"" title=""y equals 5x"" width=""44""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""y equals 5x minus 5"" height=""20"" src=""./MathHard_files/ItemResource(66)"" style=""padding: 0px !important; vertical-align:middle;"" title=""y equals 5x minus 5"" width=""70""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""y equals 5x plus 5"" height=""20"" src=""./MathHard_files/ItemResource(67)"" style=""padding: 0px !important; vertical-align:middle;"" title=""y equals 5x plus 5"" width=""70""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""y equals negative 5x minus 5"" height=""20"" src=""./MathHard_files/ItemResource(68)"" style=""padding: 0px !important; vertical-align:middle;"" title=""y equals negative 5x minus 5"" width=""80""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""y equals negative 5x plus 5"" height=""20"" src=""./MathHard_files/ItemResource(69)"" style=""padding: 0px !important; vertical-align:middle;"" title=""y equals negative 5x plus 5"" width=""80""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M12 #7 M153301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span><img alt=""Coordinate: negative 3, 7"" height=""20"" src=""./MathHard_files/ItemResource(76)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Coordinate: negative 3, 7"" width=""45""/></span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>26. <div class=""paragraph"">                The point                (3, 7)                is a vertex of a triangle. When the triangle is reflected over the                <span class=""inline_variable"">y</span>                -axis, what are the coordinates of the image of the vertex?              </div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""Coordinate: negative 3, negative 7"" height=""20"" src=""./MathHard_files/ItemResource(71)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Coordinate: negative 3, negative 7"" width=""62""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""Coordinate: negative 3, 7"" height=""20"" src=""./MathHard_files/ItemResource(72)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Coordinate: negative 3, 7"" width=""45""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""Coordinate: 3, negative 7"" height=""20"" src=""./MathHard_files/ItemResource(73)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Coordinate: 3, negative 7"" width=""51""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""Coordinate: 3, 7"" height=""20"" src=""./MathHard_files/ItemResource(74)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Coordinate: 3, 7"" width=""34""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""Coordinate: 7, 3"" height=""20"" src=""./MathHard_files/ItemResource(75)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Coordinate: 7, 3"" width=""34""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M12 #8 M153401</span></div></div>"
