answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>16</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>250. <div class=""paragraph"">If  <span class=""inline_variable"">x</span> = -4, the value of  -4<span class=""inline_variable"">x</span> is</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>-16</span></span></div>
<div>B. <span class=""itemtext""><span>-8</span></span></div>
<div>C. <span class=""itemtext""><span>8</span></span></div>
<div>D. <span class=""itemtext""><span>16</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M5 #14 M025001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>14 minutes</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>251. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Line graph showing time and distance of two runners. X axis shows time in minutes from 0 to 28 minutes in 4 minute increments. Y axis shows total distance in kilometers starting at 0 and ending at 5 in 1 kilometer intervals. Runner 1's race goes through points (0,0); (8,1); (12,2); (14,3); (17,4); (28, 5). Runner B's race goes through points (0,0); (4, 1); (8,2); (14,3); (20, 3.5); (28, 3.5)"" class=""inln_img"" height=""171"" src=""./MathEasy_files/ItemResource(434)"" title=""Line graph showing time and distance of two runners. X axis shows time in minutes from 0 to 28 minutes in 4 minute increments. Y axis shows total distance in kilometers starting at 0 and ending at 5 in 1 kilometer intervals. Runner 1's race goes through points (0,0); (8,1); (12,2); (14,3); (17,4); (28, 5). Runner B's race goes through points (0,0); (4, 1); (8,2); (14,3); (20, 3.5); (28, 3.5)"" width=""255""/></div></div></div><div class=""paragraph"">The total distances covered by two runners during the first 28 minutes of a race are shown in the graph above. How long after the start of the race did one runner pass the other?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>3 minutes</span></span></div>
<div>B. <span class=""itemtext""><span>8 minutes</span></span></div>
<div>C. <span class=""itemtext""><span>12 minutes</span></span></div>
<div>D. <span class=""itemtext""><span>14 minutes</span></span></div>
<div>E. <span class=""itemtext""><span>28 minutes</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M5 #19 M023601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Temperature of water that is heated on a stove, then removed and allowed to cool</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>252. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Line graph showing time and temperature. X axis shows time from 0 to 40 in 10 minute intervals. Y axis shows temperature from 0 to 80 in intervals of 20 degrees Centigrade. Points are at (0, 30); (5, 55); (10, 80); (15, 60); (20, 40); (25, 35); (30, 30); (35, 20); (40, 15)."" class=""inln_img"" height=""164"" src=""./MathEasy_files/ItemResource(435)"" title=""Line graph showing time and temperature. X axis shows time from 0 to 40 in 10 minute intervals. Y axis shows temperature from 0 to 80 in intervals of 20 degrees Centigrade. Points are at (0, 30); (5, 55); (10, 80); (15, 60); (20, 40); (25, 35); (30, 30); (35, 20); (40, 15)."" width=""245""/></div></div></div><div class=""paragraph"">The graph above best conveys information about which of the following situations over a 40-minute period of time?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Oven temperature while a cake is being baked</span></span></div>
<div>B. <span class=""itemtext""><span>Temperature of water that is heated on a stove, then removed and allowed to cool</span></span></div>
<div>C. <span class=""itemtext""><span>Ocean temperature in February along the coast of Maine</span></span></div>
<div>D. <span class=""itemtext""><span>Body temperature of a person with a cold</span></span></div>
<div>E. <span class=""itemtext""><span>Temperature on a July day in Chicago</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M7 #2 M057301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>Infinitely many</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>253. <div class=""paragraph"">If <span class=""inline_variable"">k</span> can be replaced by any number, how many different values can the expression <img alt=""k plus 6"" height=""20"" src=""./MathEasy_files/ItemResource(436)"" style=""padding: 0px !important; vertical-align:middle;"" title=""k plus 6"" width=""34""> have?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>None</span></span></div>
<div>B. <span class=""itemtext""><span>One</span></span></div>
<div>C. <span class=""itemtext""><span>Six</span></span></div>
<div>D. <span class=""itemtext""><span>Seven</span></span></div>
<div>E. <span class=""itemtext""><span>Infinitely many</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M12 #1 M053501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>65</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>254. <div class=""paragraph""><div class=""stdaln_stmt"">42, 51, 49, 58, 56, . . .
</div></div><div class=""paragraph"">If the pattern in the list above continues, what will be the next number after 56?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>54</span></span></div>
<div>B. <span class=""itemtext""><span>63</span></span></div>
<div>C. <span class=""itemtext""><span>64</span></span></div>
<div>D. <span class=""itemtext""><span>65</span></span></div>
<div>E. <span class=""itemtext""><span>67</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M12 #2 M053601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>1</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>255. <div class=""paragraph"">What is the difference between the smallest positive 3-digit number and the largest positive 2-digit number?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1</span></span></div>
<div>B. <span class=""itemtext""><span>9</span></span></div>
<div>C. <span class=""itemtext""><span>10</span></span></div>
<div>D. <span class=""itemtext""><span>90</span></span></div>
<div>E. <span class=""itemtext""><span>900</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M12 #3 M053701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>$6,180</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>256. <div class=""paragraph"">Ken bought a used car for $5,375. He had to pay an additional 15 percent of the purchase price to cover both sales tax and extra fees. Of the following, which is closest to the <span class=""stressed_text_3"">total</span> amount Ken paid?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$806</span></span></div>
<div>B. <span class=""itemtext""><span>$5,510</span></span></div>
<div>C. <span class=""itemtext""><span>$5,760</span></span></div>
<div>D. <span class=""itemtext""><span>$5,940</span></span></div>
<div>E. <span class=""itemtext""><span>$6,180</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M12 #5 M053901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>21,567</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>257. <div class=""paragraph"">Which of the following is both a multiple of 3 and a multiple of 7?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>7,007</span></span></div>
<div>B. <span class=""itemtext""><span>8,192</span></span></div>
<div>C. <span class=""itemtext""><span>21,567</span></span></div>
<div>D. <span class=""itemtext""><span>22,287</span></span></div>
<div>E. <span class=""itemtext""><span>40,040</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M14 #1 M054701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>3</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>258. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Circle inscribed on a square."" class=""inln_img"" height=""157"" src=""./MathEasy_files/ItemResource(437)"" title=""Circle inscribed on a square."" width=""159""/></div></div></div><div class=""paragraph"">The length of a side of the square above is 6. What is the length of the radius of the circle?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2</span></span></div>
<div>B. <span class=""itemtext""><span>3</span></span></div>
<div>C. <span class=""itemtext""><span>4</span></span></div>
<div>D. <span class=""itemtext""><span>6</span></span></div>
<div>E. <span class=""itemtext""><span>8</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-12M15 #2 M060901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>(A,3)</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>259. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""A 5 by 5 grid showing a house, tree, lake and hill."" class=""inln_img"" height=""155"" src=""./MathEasy_files/ItemResource(438)"" title=""A 5 by 5 grid showing a house, tree, lake and hill."" width=""322""/></div></div></div><div class=""paragraph"">On the map above, which ordered pair gives the location of the house?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>(D,1)</span></span></div>
<div>B. <span class=""itemtext""><span>(D,4)</span></span></div>
<div>C. <span class=""itemtext""><span>(A,1)</span></span></div>
<div>D. <span class=""itemtext""><span>(A,3)</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #1 M013801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Carl</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>260. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Bar graph showing sales for 5 different people. Sales for Harriet were $600; Carl's sales were $300; Maria's sales were $800; Jason's sales were $600; and Sammie's sales were $200."" class=""inln_img"" height=""189"" src=""./MathEasy_files/ItemResource(439)"" title=""Bar graph showing sales for 5 different people. Sales for Harriet were $600; Carl's sales were $300; Maria's sales were $800; Jason's sales were $600; and Sammie's sales were $200."" width=""229""/></div></div></div><div class=""paragraph"">According to the graph above, which person's sales were closest to $400 for the month?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Harriet</span></span></div>
<div>B. <span class=""itemtext""><span>Carl</span></span></div>
<div>C. <span class=""itemtext""><span>Jason</span></span></div>
<div>D. <span class=""itemtext""><span>Sammie</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #2 M013901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>2 miles</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>261. <div class=""paragraph"">Which of the following is the most reasonable distance for a person to walk in one hour?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2 miles</span></span></div>
<div>B. <span class=""itemtext""><span>2 yards</span></span></div>
<div>C. <span class=""itemtext""><span>2 inches</span></span></div>
<div>D. <span class=""itemtext""><span>2 feet</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #3 M014001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Green</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>262. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Table showing a total of 16 stickers. There are 3 red stickers, 4 blue stickers, 2 yellow stickers, and 7 green stickers."" class=""inln_img"" height=""166"" src=""./MathEasy_files/ItemResource(440)"" title=""Table showing a total of 16 stickers. There are 3 red stickers, 4 blue stickers, 2 yellow stickers, and 7 green stickers."" width=""218""/></div></div></div><div class=""paragraph"">The 16 stickers listed above are placed in a box. If one sticker is drawn from the box, which color is it most likely to be?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Red</span></span></div>
<div>B. <span class=""itemtext""><span>Blue</span></span></div>
<div>C. <span class=""itemtext""><span>Yellow</span></span></div>
<div>D. <span class=""itemtext""><span>Green</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #4 M014101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>2<img align=""middle"" alt=""1/2"" height=""27"" src=""./MathEasy_files/ItemResource(444)"" style=""padding: 0px !important; vertical-align:middle;"" title=""1/2"" width=""17""> pounds</img></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>263. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Scale showing 5 oranges. Scale goes from 0 to 4 lbs. in increments of 1/4 pound. Arrow on scale points midway between 2 and 3 lbs."" class=""inln_img"" height=""168"" src=""./MathEasy_files/ItemResource(441)"" title=""Scale showing 5 oranges. Scale goes from 0 to 4 lbs. in increments of 1/4 pound. Arrow on scale points midway between 2 and 3 lbs."" width=""100""/></div></div></div><div class=""paragraph"">The scale shown above measures weight in pounds. What is the total weight of the oranges in the picture?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2<img align=""middle"" alt=""1/2"" height=""27"" src=""./MathEasy_files/ItemResource(442)"" style=""padding: 0px !important; vertical-align:middle;"" title=""1/2"" width=""17""> pounds</img></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""3 and 1/2"" height=""27"" src=""./MathEasy_files/ItemResource(443)"" style=""padding: 0px !important; vertical-align:middle;"" title=""3 and 1/2"" width=""17""> pounds</img></span></span></div>
<div>C. <span class=""itemtext""><span>5 pounds</span></span></div>
<div>D. <span class=""itemtext""><span>10 pounds</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #5 M014201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>The box with the tennis balls</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>264. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Three same sized boxes, labeled tennis balls, golf balls, and rubber balls. Also images of 3 different sized balls: tennis balls are the largest, followed by golf balls, and rubber balls are the smallest."" class=""inln_img"" height=""220"" src=""./MathEasy_files/ItemResource(445)"" title=""Three same sized boxes, labeled tennis balls, golf balls, and rubber balls. Also images of 3 different sized balls: tennis balls are the largest, followed by golf balls, and rubber balls are the smallest."" width=""321""/></div></div></div><div class=""paragraph"">Linda had three large boxes all the same size and three different kinds of balls as shown above. If she fills each box with the kind of balls shown, which box will have the fewest balls in it?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The box with the tennis balls</span></span></div>
<div>B. <span class=""itemtext""><span>The box with the golf balls</span></span></div>
<div>C. <span class=""itemtext""><span>The box with the rubber balls</span></span></div>
<div>D. <span class=""itemtext""><span>You can't tell.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #7 N215401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>A can of soup</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>265. <div class=""paragraph"">Which of the following has the same shape as a cylinder?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>An egg</span></span></div>
<div>B. <span class=""itemtext""><span>A book</span></span></div>
<div>C. <span class=""itemtext""><span>A basketball</span></span></div>
<div>D. <span class=""itemtext""><span>A can of soup</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #9 M014501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>180</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>266. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""A 5 by 4 grid. X axis shows days of the week. Y axis shows number sold and ranges from 0 to 200 in increments of 50. "" class=""inln_img"" height=""204"" src=""./MathEasy_files/ItemResource(446)"" title=""A 5 by 4 grid. X axis shows days of the week. Y axis shows number sold and ranges from 0 to 200 in increments of 50. "" width=""350""/></div></div></div><div class=""paragraph"">According to the graph above, about how many sandwiches were sold on Tuesday?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>100</span></span></div>
<div>B. <span class=""itemtext""><span>150</span></span></div>
<div>C. <span class=""itemtext""><span>180</span></span></div>
<div>D. <span class=""itemtext""><span>200</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #14 M015001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>0.2</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>267. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Rectangle divided into 10 equal bars, two of which are shaded."" class=""inln_img"" height=""116"" src=""./MathEasy_files/ItemResource(447)"" title=""Rectangle divided into 10 equal bars, two of which are shaded."" width=""225""/></div></div></div><div class=""paragraph"">Which decimal represents the shaded part of the figure?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>0.5</span></span></div>
<div>B. <span class=""itemtext""><span>0.28</span></span></div>
<div>C. <span class=""itemtext""><span>0.2</span></span></div>
<div>D. <span class=""itemtext""><span>0.02</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M7 #18 M015301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span><img alt=""442 is greater than 436"" height=""20"" src=""./MathEasy_files/ItemResource(452)"" style=""padding: 0px !important; vertical-align:middle;"" title=""442 is greater than 436"" width=""68""/></span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>268. <div class=""paragraph"">Which statement is true?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""352 is greater than 759"" height=""20"" src=""./MathEasy_files/ItemResource(448)"" style=""padding: 0px !important; vertical-align:middle;"" title=""352 is greater than 759"" width=""68""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""442 is greater than 436"" height=""20"" src=""./MathEasy_files/ItemResource(449)"" style=""padding: 0px !important; vertical-align:middle;"" title=""442 is greater than 436"" width=""68""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""518 is greater than 819"" height=""20"" src=""./MathEasy_files/ItemResource(450)"" style=""padding: 0px !important; vertical-align:middle;"" title=""518 is greater than 819"" width=""68""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""883 is less than 794"" height=""20"" src=""./MathEasy_files/ItemResource(451)"" style=""padding: 0px !important; vertical-align:middle;"" title=""883 is less than 794"" width=""68""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M9 #2 M025631</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><img alt=""Small square"" height=""46"" src=""./MathEasy_files/ItemResource(458)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Small square"" width=""42""/></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>269. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Pattern of shapes as follows: small triangle, small circle, small square, large triangle, large circle, large square, small triangle, small circle."" class=""inln_img"" height=""71"" src=""./MathEasy_files/ItemResource(453)"" title=""Pattern of shapes as follows: small triangle, small circle, small square, large triangle, large circle, large square, small triangle, small circle."" width=""425""/></div></div></div><div class=""paragraph"">A pattern of shapes is to be repeated many times. The figure above shows one completed pattern and the beginning of the next. What shape comes next?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""Small square"" height=""46"" src=""./MathEasy_files/ItemResource(454)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Small square"" width=""42""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""Small triangle"" height=""44"" src=""./MathEasy_files/ItemResource(455)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Small triangle"" width=""45""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""Large triangle"" height=""63"" src=""./MathEasy_files/ItemResource(456)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Large triangle"" width=""71""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""Large square"" height=""61"" src=""./MathEasy_files/ItemResource(457)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Large square"" width=""63""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-4M9 #3 M025731</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>15 milliliters</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>270. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Filled test tube dispensing liquid into a container below it. Tube is marked at 0 at the top and goes down to 45 at the bottom, in increments of 5. Liquid level is between 20 and 10."" class=""inln_img"" height=""294"" src=""./MathEasy_files/ItemResource(459)"" title=""Filled test tube dispensing liquid into a container below it. Tube is marked at 0 at the top and goes down to 45 at the bottom, in increments of 5. Liquid level is between 20 and 10."" width=""206""/></div></div></div><div class=""paragraph"">In the figure above, the tube was filled to the 0 mark at the start. How much liquid has been let out?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>10 milliliters</span></span></div>
<div>B. <span class=""itemtext""><span>15 milliliters</span></span></div>
<div>C. <span class=""itemtext""><span>25 milliliters</span></span></div>
<div>D. <span class=""itemtext""><span>40 milliliters</span></span></div>
<div>E. <span class=""itemtext""><span>50 milliliters</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M7 #4 M015701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>62</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>271. <div class=""paragraph""><img alt=""(150 divided by 3) plus (6 times 2)"" class=""inln_img"" height=""20"" src=""./MathEasy_files/ItemResource(460)"" title=""(150 divided by 3) plus (6 times 2)"" width=""125""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>10</span></span></div>
<div>B. <span class=""itemtext""><span>58</span></span></div>
<div>C. <span class=""itemtext""><span>62</span></span></div>
<div>D. <span class=""itemtext""><span>112</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M9 #1 M027031</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>20</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>272. <div class=""paragraph"">If <img alt=""n plus n plus n equals 60"" height=""20"" src=""./MathEasy_files/ItemResource(461)"" style=""padding: 0px !important; vertical-align:middle;"" title=""n plus n plus n equals 60"" width=""96"">, what is the value of <span class=""inline_variable"">n</span> ?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>6</span></span></div>
<div>B. <span class=""itemtext""><span>10</span></span></div>
<div>C. <span class=""itemtext""><span>15</span></span></div>
<div>D. <span class=""itemtext""><span>20</span></span></div>
<div>E. <span class=""itemtext""><span>30</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M9 #2 M027131</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><img alt=""A circle with a line segment through the center and touching points on the circle"" height=""62"" src=""./MathEasy_files/ItemResource(467)"" style=""padding: 0px !important; vertical-align:middle;"" title=""A circle with a line segment through the center and touching points on the circle"" width=""64""/></span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>273. <div class=""paragraph"">In which of the following circles is the line segment a diameter?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""A circle with a line segment through the center and touching points on the circle"" height=""62"" src=""./MathEasy_files/ItemResource(462)"" style=""padding: 0px !important; vertical-align:middle;"" title=""A circle with a line segment through the center and touching points on the circle"" width=""64""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""A circle with a line intersecting the circle at two points"" height=""70"" src=""./MathEasy_files/ItemResource(463)"" style=""padding: 0px !important; vertical-align:middle;"" title=""A circle with a line intersecting the circle at two points"" width=""70""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""A line segment with end points on the circle"" height=""62"" src=""./MathEasy_files/ItemResource(464)"" style=""padding: 0px !important; vertical-align:middle;"" title=""A line segment with end points on the circle"" width=""64""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""A line segment with one endpoint at the center of the circle and one endpoint on the circle"" height=""64"" src=""./MathEasy_files/ItemResource(465)"" style=""padding: 0px !important; vertical-align:middle;"" title=""A line segment with one endpoint at the center of the circle and one endpoint on the circle"" width=""65""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""A circle with a line intersecting the circle at one point"" height=""93"" src=""./MathEasy_files/ItemResource(466)"" style=""padding: 0px !important; vertical-align:middle;"" title=""A circle with a line intersecting the circle at one point"" width=""65""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M9 #3 M027231</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>A cylinder</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>274. <div class=""paragraph"">Which of the following figures has two circular bases?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>A pyramid</span></span></div>
<div>B. <span class=""itemtext""><span>A sphere</span></span></div>
<div>C. <span class=""itemtext""><span>A cube</span></span></div>
<div>D. <span class=""itemtext""><span>A cylinder</span></span></div>
<div>E. <span class=""itemtext""><span>A cone</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M9 #5 M027431</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>5</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>275. <div class=""paragraph"">  3 × (<img alt=""box"" height=""21"" src=""./MathEasy_files/ItemResource(468)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""box"" width=""23""> + 5) = 30</img></div><div class=""paragraph"">The number in the box should be</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2</span></span></div>
<div>B. <span class=""itemtext""><span>5</span></span></div>
<div>C. <span class=""itemtext""><span>10</span></span></div>
<div>D. <span class=""itemtext""><span>95</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1990-8M9 #6 M027531</span></div></div>"
