answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>10 to 12</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>11. There are 22 students in a class.<div class=""paragraph"">There are 12 girls in the class.</div><div class=""paragraph"">What is the ratio of the number of boys to the number of girls in the class?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>10 to 12</span></span></div>
<div>B. <span class=""itemtext""><span>10 to 22</span></span></div>
<div>C. <span class=""itemtext""><span>12 to 10</span></span></div>
<div>D. <span class=""itemtext""><span>22 to 12</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2013-4M7 #12 M160001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span> 72</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>12. Rima and Eric have earned a total of 135 tokens to buy items at the school store. The ratio of the number of tokens that Rima has to the number of tokens that Eric has is 8 to 7. How many tokens does Rima have?</br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>   8</span></span></div>
<div>B. <span class=""itemtext""><span>  15</span></span></div>
<div>C. <span class=""itemtext""><span> 56</span></span></div>
<div>D. <span class=""itemtext""><span> 72</span></span></div>
<div>E. <span class=""itemtext""><span>120</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M3 #5 M150201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><img alt=""negative 13"" height=""20px"" src=""./MathMed_files/ItemResource(34)"" style=""padding: 0px !important; vertical-align:middle;"" title=""negative 13"" width=""27px""/></span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>13.  Points <span class=""stressed_text_2"">A</span> and <span class=""stressed_text_2"">B</span> are on a number line. The coordinate of point <span class=""stressed_text_2"">B</span> is 3 and the coordinate of the midpoint of segment <span class=""stressed_text_2"">AB</span> is <img alt=""negative 5"" height=""20px"" src=""./MathMed_files/ItemResource(28)"" style=""padding: 0px !important; vertical-align:middle;"" title=""negative 5"" width=""19px"">. What is the coordinate of point <span class=""stressed_text_2"">A</span> ? </img></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""negative 13"" height=""20px"" src=""./MathMed_files/ItemResource(29)"" style=""padding: 0px !important; vertical-align:middle;"" title=""negative 13"" width=""27px""/></span></span></div>
<div>B. <span class=""itemtext""><span>  <img alt=""negative 2"" height=""20px"" src=""./MathMed_files/ItemResource(30)"" style=""padding: 0px !important; vertical-align:middle;"" title=""negative 2"" width=""19px""/></span></span></div>
<div>C. <span class=""itemtext""><span>  <img alt=""negative 1"" height=""20px"" src=""./MathMed_files/ItemResource(31)"" style=""padding: 0px !important; vertical-align:middle;"" title=""negative 1"" width=""19px""/></span></span></div>
<div>D. <span class=""itemtext""><span>    <img alt=""8"" height=""20px"" src=""./MathMed_files/ItemResource(32)"" style=""padding: 0px !important; vertical-align:middle;"" title=""8"" width=""8px""/></span></span></div>
<div>E. <span class=""itemtext""><span>   <img alt=""11"" height=""20px"" src=""./MathMed_files/ItemResource(33)"" style=""padding: 0px !important; vertical-align:middle;"" title=""11"" width=""16px""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M3 #6 M150301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img alt=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is a line that begins at O, moves up at a sharp diagonal to the right and then angles slightly down and continues on the diagonal."" height=""102px"" src=""./MathMed_files/ItemResource(40)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is a line that begins at O, moves up at a sharp diagonal to the right and then angles slightly down and continues on the diagonal."" width=""174px""/></span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>14. Martine is filling a rectangular fish tank using two hoses that fill the tank at the same flow rate. When the tank is about half full, she turns off one hose but does not change the flow rate of the other hose. Which of the following graphs best represents how the depth of the water in the tank changes over time?</br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is a line that begins at O moves up diagonally to the right and then angles up sharply to the right."" height=""102px"" src=""./MathMed_files/ItemResource(35)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is a line that begins at O moves up diagonally to the right and then angles up sharply to the right."" width=""174px""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is an arc that begins at O and moves to the top right of the graph."" height=""102px"" src=""./MathMed_files/ItemResource(36)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is an arc that begins at O and moves to the top right of the graph."" width=""174px""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is a line that begins at O, moves up at a sharp diagonal to the right and then angles slightly down and continues on the diagonal."" height=""102px"" src=""./MathMed_files/ItemResource(37)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is a line that begins at O, moves up at a sharp diagonal to the right and then angles slightly down and continues on the diagonal."" width=""174px""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is a line that begins at O, and moves on a straight diagonal up to the right."" height=""103px"" src=""./MathMed_files/ItemResource(38)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is a line that begins at O, and moves on a straight diagonal up to the right."" width=""175px""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is a line that begins at O and curves up to the right of the graph."" height=""102px"" src=""./MathMed_files/ItemResource(39)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Graph with an X axis labeled Time and a Y axis labeled Depth that intersect at point O. Plotted on the graph is a line that begins at O and curves up to the right of the graph."" width=""176px""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M3 #8 M150501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Mean</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>15. Last month Bonnie recorded the weights of 11 dogs. Statistics for these weights are given below.<div class=""paragraph""></div><div class=""paragraph"" style=""text-align:center;""><img alt=""Image of a table titled Weights of Dogs Last Month. The data in the table is as follows: Minimum is 31 pounds. Maximum is 93 pounds.  Mean is 81 pounds. Mode is 88 pounds. First Quartile is 78 pounds. Median is 88 pounds. Third Quartile is 90 pounds."" class=""inln_img"" height=""224px"" src=""./MathMed_files/ItemResource(41)"" title=""Image of a table titled Weights of Dogs Last Month. The data in the table is as follows: Minimum is 31 pounds. Maximum is 93 pounds.  Mean is 81 pounds. Mode is 88 pounds. First Quartile is 78 pounds. Median is 88 pounds. Third Quartile is 90 pounds."" width=""335px""/></div><div class=""paragraph"">This month, Bonnie weighed the 11 dogs again. The weight of one dog changed from 31 pounds to 27 pounds. The weights of all the other dogs stayed the same.</div><div class=""paragraph"">Which of the following statistics changed from last month to this month?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Maximum</span></span></div>
<div>B. <span class=""itemtext""><span>Mean</span></span></div>
<div>C. <span class=""itemtext""><span>Mode</span></span></div>
<div>D. <span class=""itemtext""><span>First Quartile</span></span></div>
<div>E. <span class=""itemtext""><span>Median</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M3 #10 M150701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img alt=""horizontal line"" height=""1px"" src=""./MathMed_files/ItemResource(47)"" title=""horizontal line"" width=""264px""/></span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>16. On a floor plan, a length of 1 inch represents 4 feet. Which of the following segments would represent an 11-foot-long wall on this floor plan?</br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""horizontal line"" height=""1px"" src=""./MathMed_files/ItemResource(42)"" title=""horizontal line"" width=""193px""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""horizontal line "" height=""1px"" src=""./MathMed_files/ItemResource(43)"" title=""horizontal line "" width=""216px""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""horizontal line - "" height=""2px"" src=""./MathMed_files/ItemResource(44)"" title=""horizontal line - "" width=""241px""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""horizontal line"" height=""1px"" src=""./MathMed_files/ItemResource(45)"" title=""horizontal line"" width=""264px""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""horizontal line"" height=""1px"" src=""./MathMed_files/ItemResource(46)"" title=""horizontal line"" width=""289px""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M3 #13 M151001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>1,073</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>17.  Archaeologists measure the lengths of certain bones to estimate a dinosaur’s height. When the length <span class=""stressed_text_2"">t</span> of the tibia, or leg bone, is known, a dinosaur’s height <span class=""stressed_text_2"">h</span> can be estimated by the following formula, where <span class=""stressed_text_2"">t</span> and <span class=""stressed_text_2"">h</span> are in centimeters. <div class=""paragraph"" style=""text-align:center""><img alt=""h equals 73 plus 2.5t"" class=""inln_img"" height=""20px"" src=""./MathMed_files/ItemResource(48)"" title=""h equals 73 plus 2.5t"" width=""87px""/></div><div class=""paragraph""></div><div class=""paragraph"">If the length of the tibia of a certain dinosaur is 400 centimeters, what is its estimated height in centimeters?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>  402.5</span></span></div>
<div>B. <span class=""itemtext""><span>   473</span></span></div>
<div>C. <span class=""itemtext""><span>  475.5</span></span></div>
<div>D. <span class=""itemtext""><span>1,000</span></span></div>
<div>E. <span class=""itemtext""><span>1,073</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M3 #14 M151101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span> 6</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>18. <div class=""paragraph""><div class=""paragraph"">The stem-and-leaf plot below shows the number of seconds it took each student in a class of 18 to complete a word search.</div><img align=""middle"" alt=""Table titled Seconds to Complete Word Search, consisting of 3 rows. The first integer in the row is separated from the rest by a vertical line.     Row 1: Number 1; line; numbers 2, 4, 5, 8, 9, 9.  Row 2: Number 2, line; numbers 0, 1, 1, 1, 2, 5, 7, 7, 7, 7.  Row 3:  Number 3; line; numbers 2, 3    Key states that number 1 from column 1 in relation to number 2 from column 2 represents a time of 12 seconds.  "" height=""183px"" src=""./MathMed_files/ItemResource(49)"" title=""Table titled Seconds to Complete Word Search, consisting of 3 rows. The first integer in the row is separated from the rest by a vertical line.     Row 1: Number 1; line; numbers 2, 4, 5, 8, 9, 9.  Row 2: Number 2, line; numbers 0, 1, 1, 1, 2, 5, 7, 7, 7, 7.  Row 3:  Number 3; line; numbers 2, 3    Key states that number 1 from column 1 in relation to number 2 from column 2 represents a time of 12 seconds.  "" width=""340px""/></div>How many students took more than 25 seconds to complete the word search?</br></div><div class=""distractors""><div>A. <span class=""itemtext""><span> 4</span></span></div>
<div>B. <span class=""itemtext""><span> 5</span></span></div>
<div>C. <span class=""itemtext""><span> 6</span></span></div>
<div>D. <span class=""itemtext""><span> 7</span></span></div>
<div>E. <span class=""itemtext""><span>10</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M6 #4 M140701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>112 square meters</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>19. One side of a rectangle is 14 meters. The perimeter of the rectangle is 44 meters. What is the area of this rectangle?</br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>  22 square meters</span></span></div>
<div>B. <span class=""itemtext""><span>  64 square meters</span></span></div>
<div>C. <span class=""itemtext""><span>112 square meters</span></span></div>
<div>D. <span class=""itemtext""><span>121 square meters</span></span></div>
<div>E. <span class=""itemtext""><span>196 square meters</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M6 #5 M140801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img alt=""(3,7),(2,6),(-2,2)"" height=""20px"" src=""./MathMed_files/ItemResource(56)"" style=""padding: 0px !important; vertical-align:middle;"" title=""(3,7),(2,6),(-2,2)"" width=""129px""/></span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>20. <div class=""paragraph""><img align=""middle"" alt=""Graph showing the X and Y axes intersecting at point O. A diagonal line is drawn from point (-7, 1) to point (4, 8)."" height=""201px"" src=""./MathMed_files/ItemResource(50)"" title=""Graph showing the X and Y axes intersecting at point O. A diagonal line is drawn from point (-7, 1) to point (4, 8)."" width=""230px""/></div><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph""></div>In which of the following groups do all the ordered pairs lie on the line shown above?</br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""(7,3),(6,2),(2,-2)"" height=""20px"" src=""./MathMed_files/ItemResource(51)"" style=""padding: 0px !important; vertical-align:middle;"" title=""(7,3),(6,2),(2,-2)"" width=""137px""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""(5,1),(3,7),(2,6)"" height=""20px"" src=""./MathMed_files/ItemResource(52)"" style=""padding: 0px !important; vertical-align:middle;"" title=""(5,1),(3,7),(2,6)"" width=""118px""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""(3,7),(2,6),(2,2)"" height=""20px"" src=""./MathMed_files/ItemResource(53)"" style=""padding: 0px !important; vertical-align:middle;"" title=""(3,7),(2,6),(2,2)"" width=""118px""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""(3,7),(2,6),(-2,2)"" height=""20px"" src=""./MathMed_files/ItemResource(54)"" style=""padding: 0px !important; vertical-align:middle;"" title=""(3,7),(2,6),(-2,2)"" width=""129px""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""(1, 5),(-6,2),(-7,-3)"" height=""20px"" src=""./MathMed_files/ItemResource(55)"" style=""padding: 0px !important; vertical-align:middle;"" title=""(1, 5),(-6,2),(-7,-3)"" width=""158px""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M6 #6 M140901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>W and Y</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>21. <div class=""paragraph""><div class=""stdaln_img""><img alt=""Images of 4 polygons.Polygon W has 4 sides and the length of one side is 6. Polygon X has 5 sides and the length of one side is 5. Polygon Y has 6 sides and the length of one side is 4. Polygon Z has 7 sides and the length of one side is 3."" class=""inln_img"" height=""102px"" src=""./MathMed_files/ItemResource(57)"" title=""Images of 4 polygons.Polygon W has 4 sides and the length of one side is 6. Polygon X has 5 sides and the length of one side is 5. Polygon Y has 6 sides and the length of one side is 4. Polygon Z has 7 sides and the length of one side is 3."" width=""444px""/></div></div><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph""></div>In each polygon shown above, the lengths of all sides are equal. The length of one side of each polygon is indicated. Which two polygons have the same perimeter?</br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>W and X</span></span></div>
<div>B. <span class=""itemtext""><span>W and Y</span></span></div>
<div>C. <span class=""itemtext""><span>W and Z</span></span></div>
<div>D. <span class=""itemtext""><span>X and Y</span></span></div>
<div>E. <span class=""itemtext""><span>X and Z</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M6 #7 M141001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span> Exactly two sides of equal length and exactly one <img alt=""90 degrees"" height=""20px"" src=""./MathMed_files/ItemResource(63)"" style=""padding: 0px !important; vertical-align:middle;"" title=""90 degrees"" width=""22px""> angle </img></span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>22. Which of the following are properties of every isosceles right triangle?</br></div><div class=""distractors""><div>A. <span class=""itemtext""><span> Three sides of equal length and three <img alt=""90 degrees"" height=""20px"" src=""./MathMed_files/ItemResource(58)"" style=""padding: 0px !important; vertical-align:middle;"" title=""90 degrees"" width=""22px""> angles </img></span></span></div>
<div>B. <span class=""itemtext""><span> Three sides of equal length and exactly one <img alt=""90 degrees"" height=""20px"" src=""./MathMed_files/ItemResource(59)"" style=""padding: 0px !important; vertical-align:middle;"" title=""90 degrees"" width=""22px""> angle </img></span></span></div>
<div>C. <span class=""itemtext""><span> Exactly two sides of equal length and three <img alt=""90 degrees"" height=""20px"" src=""./MathMed_files/ItemResource(60)"" style=""padding: 0px !important; vertical-align:middle;"" title=""90 degrees"" width=""22px""> angles </img></span></span></div>
<div>D. <span class=""itemtext""><span> Exactly two sides of equal length and exactly one <img alt=""90 degrees"" height=""20px"" src=""./MathMed_files/ItemResource(61)"" style=""padding: 0px !important; vertical-align:middle;"" title=""90 degrees"" width=""22px""> angle </img></span></span></div>
<div>E. <span class=""itemtext""><span> No sides of equal length and exactly one <img alt=""90 degrees"" height=""20px"" src=""./MathMed_files/ItemResource(62)"" style=""padding: 0px !important; vertical-align:middle;"" title=""90 degrees"" width=""22px""> angle </img></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M6 #9 M141201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Carly</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>23. <div class=""paragraph""><img align=""middle"" alt=""A circle with 8 radii. Starting at the top and proceeding clockwise, each radius is labeled with a name as follows: Dina, Paula, Jamail, Tony, Shu, Carly, Madina, Jorge.   "" height=""193px"" src=""./MathMed_files/ItemResource(64)"" title=""A circle with 8 radii. Starting at the top and proceeding clockwise, each radius is labeled with a name as follows: Dina, Paula, Jamail, Tony, Shu, Carly, Madina, Jorge.   "" width=""262px""/></div><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph""></div> The figure above shows a Ferris wheel stopped with Dina at the top. Who will be at the top after a <img alt=""135 degrees"" height=""20px"" src=""./MathMed_files/ItemResource(65)"" style=""padding: 0px !important; vertical-align:middle;"" title=""135 degrees"" width=""30px""> clockwise rotation? </img></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Tony</span></span></div>
<div>B. <span class=""itemtext""><span>Carly</span></span></div>
<div>C. <span class=""itemtext""><span>Madina</span></span></div>
<div>D. <span class=""itemtext""><span>Jorge</span></span></div>
<div>E. <span class=""itemtext""><span>Paula</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M6 #11 M141401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>71.0 pounds</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>24.  In the past year and a half, Alfred’s dog gained an average of <img alt=""one-fourth"" height=""27px"" src=""./MathMed_files/ItemResource(66)"" style=""padding: 0px !important; vertical-align:middle;"" title=""one-fourth"" width=""6px""> pound each month. Today, Alfred’s dog weighs 75.5 pounds. How much did the dog weigh a year and a half ago? </img></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>57.5 pounds</span></span></div>
<div>B. <span class=""itemtext""><span>71.0 pounds</span></span></div>
<div>C. <span class=""itemtext""><span>71.5 pounds</span></span></div>
<div>D. <span class=""itemtext""><span>74.0 pounds</span></span></div>
<div>E. <span class=""itemtext""><span>79.5 pounds</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M6 #15 M141801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span> the total cost, in cents, of <span class=""stressed_text_2"">n</span> candy bars at a cost of 80 cents for each candy bar </span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>25.  The expression <img alt=""80n"" height=""20px"" src=""./MathMed_files/ItemResource(67)"" style=""padding: 0px !important; vertical-align:middle;"" title=""80n"" width=""25px""> could represent </img></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span> an increase of 80 cents in the cost of a candy bar that originally cost <span class=""stressed_text_2"">n</span> cents </span></span></div>
<div>B. <span class=""itemtext""><span> a decrease of 80 cents in the cost of a candy bar that originally cost <span class=""stressed_text_2"">n</span> cents </span></span></div>
<div>C. <span class=""itemtext""><span> the cost of each candy bar in a pack of <span class=""stressed_text_2"">n</span> candy bars where the total cost of the pack is 80 cents </span></span></div>
<div>D. <span class=""itemtext""><span> the cost of each candy bar in a pack of 80 candy bars where the total cost of the pack is <span class=""stressed_text_2"">n</span> cents </span></span></div>
<div>E. <span class=""itemtext""><span> the total cost, in cents, of <span class=""stressed_text_2"">n</span> candy bars at a cost of 80 cents for each candy bar </span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-8M7 #6 M169401</span></div></div>"
